Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
471,471,black pork curry,305,13.5,3.8,4.0,2.6,28.8,4.8,23.4,7.3,67.3,526.0,71.0,17.19,0.18,1.47,1.82,0.75,5.21,0.8,0.66,19.27,0.0,1.15,287.65,65.6,0.15,3.76,83.8,0.42,258.6,287.7,27.0,2.67,144.9
472,472,pork curry sri lankan,326,12.2,4.2,4.1,2.5,28.4,4.7,23.0,7.5,67.1,547.5,71.4,15.46,0.17,1.59,1.8,0.62,4.85,0.79,0.63,21.78,0.0,1.01,290.13,78.2,0.16,3.71,67.4,0.31,230.7,290.1,19.4,2.33,145.5
473,473,mutton curry sri lankan,292,12.7,3.9,3.7,2.7,29.3,5.1,24.2,7.4,65.9,587.6,71.7,13.81,0.17,1.26,1.85,0.65,5.98,0.68,0.64,21.08,0.0,1.12,311.33,77.7,0.2,4.05,81.7,0.4,254.1,311.3,26.2,2.25,148.1
474,474,lamprais,282,9.7,2.6,3.6,1.9,33.9,4.0,16.4,3.9,37.5,422.8,77.3,10.12,0.22,0.94,0.05,0.49,3.91,0.54,0.52,9.28,0.0,1.12,234.02,58.9,0.11,2.31,50.3,0.24,219.3,234.0,14.6,1.69,99.4
475,475,buriyani sri lankan,288,9.5,2.7,3.7,2.0,34.2,3.7,16.1,3.9,41.7,467.4,77.3,7.51,0.22,0.91,0.05,0.44,4.08,0.5,0.51,9.7,0.0,1.03,234.98,60.7,0.13,2.36,53.9,0.2,190.7,235.0,17.8,2.09,97.3
476,476,egg hoppers,276,9.6,2.4,3.3,1.9,32.6,3.8,24.6,3.8,70.2,481.4,74.3,9.28,0.23,1.18,1.86,0.62,4.96,0.87,0.73,11.13,2.93,1.22,220.83,58.3,0.12,2.45,58.4,0.26,273.9,220.8,23.8,2.54,113.2
477,477,appa,287,9.9,2.4,3.6,1.9,31.3,4.2,16.8,4.1,39.9,478.3,76.8,8.73,0.19,1.1,0.05,0.45,4.36,0.63,0.56,11.13,0.0,0.97,187.73,49.0,0.13,2.39,54.2,0.24,216.5,187.7,18.1,1.77,97.8
478,478,string hoppers,269,9.6,2.6,3.7,2.1,31.0,4.0,15.9,3.8,41.6,459.1,78.0,8.06,0.23,1.13,0.05,0.5,3.44,0.51,0.48,9.08,0.0,0.9,255.13,52.1,0.13,2.45,38.5,0.28,171.4,255.1,15.9,1.67,98.5
479,479,idiyappam sri lankan,255,6.4,1.6,2.0,1.6,40.2,2.0,8.5,2.8,10.6,292.7,83.6,7.26,0.24,1.05,0.05,0.25,2.3,0.32,0.3,9.22,0.0,0.79,178.32,38.3,0.13,2.09,42.4,0.2,137.8,178.3,12.4,1.45,75.0
480,480,pittu,234,6.3,1.5,2.1,1.5,38.0,2.0,8.1,3.1,9.4,316.6,84.6,6.46,0.26,0.92,0.05,0.27,2.82,0.31,0.32,10.86,0.0,0.86,229.22,39.6,0.11,1.83,33.3,0.24,137.2,229.2,12.1,1.41,79.3
481,481,roti sri lankan,253,5.7,1.6,2.0,1.4,36.7,2.0,8.3,3.2,9.6,299.0,84.3,6.75,0.2,1.16,0.05,0.31,2.81,0.36,0.35,10.34,0.0,0.97,213.51,36.6,0.11,2.17,30.0,0.23,159.4,213.5,11.9,1.15,79.4
482,482,pol roti,248,6.4,1.5,2.0,1.4,39.7,1.9,7.5,2.9,10.5,287.3,84.3,6.31,0.21,1.01,0.05,0.28,2.02,0.36,0.31,7.75,0.0,0.97,162.03,39.7,0.12,2.1,40.0,0.17,132.7,162.0,8.9,1.11,70.2
483,483,paratha sri lankan,252,5.9,1.4,1.9,1.4,37.5,2.0,8.2,2.9,10.3,309.0,84.2,7.92,0.23,1.19,0.05,0.29,2.82,0.36,0.29,8.1,0.0,0.97,174.07,38.8,0.11,1.98,31.2,0.23,138.9,174.1,12.1,1.44,73.7
484,484,godamba roti,250,6.3,1.4,1.9,1.6,37.8,1.9,8.1,3.1,9.5,281.3,84.0,8.0,0.23,1.2,0.05,0.29,2.38,0.37,0.32,10.28,0.0,0.72,159.65,41.6,0.14,1.93,30.4,0.24,143.0,159.6,11.7,1.11,74.9
485,485,egg roti sri lankan,241,5.7,1.4,2.0,1.6,35.6,2.0,16.8,2.8,46.8,308.3,81.3,5.72,0.2,1.0,1.59,0.49,4.18,0.5,0.56,8.11,2.79,1.0,166.32,43.5,0.1,1.9,45.5,0.16,209.7,166.3,17.1,2.02,85.6
486,486,vegetable roti,250,6.1,1.4,2.4,1.6,35.9,2.1,9.0,4.9,10.4,310.4,83.8,10.78,0.24,1.43,0.05,0.29,2.76,0.41,0.33,20.41,0.0,0.79,250.76,38.8,0.13,2.88,47.5,0.25,147.4,250.8,10.5,1.46,102.8
487,487,fish cutlet,243,13.2,2.3,4.4,2.8,26.8,2.8,15.2,2.8,53.2,414.7,76.6,6.33,0.18,0.97,1.53,0.46,3.77,0.52,0.49,7.07,0.77,1.17,163.89,46.8,0.13,2.07,46.4,0.22,190.3,163.9,18.6,1.83,82.6
488,488,vegetable cutlet,234,12.5,2.5,5.2,3.0,27.4,3.1,7.5,5.1,20.4,456.4,80.5,12.46,0.17,1.0,0.05,0.25,2.02,0.3,0.28,27.07,0.0,1.06,267.11,35.3,0.13,2.87,41.9,0.32,135.2,267.1,11.0,1.38,108.7
489,489,rolls sri lankan,251,12.8,2.6,4.5,2.8,26.1,2.9,6.6,3.1,20.3,417.7,80.1,6.29,0.19,1.12,0.05,0.26,2.12,0.28,0.24,8.43,0.0,1.38,216.81,36.1,0.13,1.87,33.0,0.23,126.8,216.8,11.6,1.09,73.8
490,490,egg roll sri lankan,267,12.8,2.4,4.7,3.1,28.4,2.8,14.8,2.9,56.4,420.4,76.2,7.41,0.18,1.22,1.52,0.51,3.14,0.46,0.45,7.98,1.26,1.16,206.07,55.8,0.12,2.45,45.8,0.22,186.7,206.1,16.8,1.57,88.2
491,491,vadai sri lankan,267,12.7,2.7,4.5,3.1,25.3,3.1,6.5,3.1,18.8,451.2,79.6,6.48,0.2,0.92,0.05,0.26,2.08,0.34,0.24,7.96,0.0,1.37,205.19,29.4,0.11,1.8,29.9,0.22,145.8,205.2,11.4,1.17,72.4
492,492,ulundu vadai,254,12.5,2.5,4.6,2.9,25.9,3.0,6.8,2.9,21.1,451.4,80.1,7.52,0.21,1.2,0.05,0.26,2.23,0.35,0.26,7.88,0.0,1.23,209.36,32.4,0.13,2.2,40.4,0.16,132.1,209.4,12.5,1.01,74.3
493,493,isso vadai,236,13.5,2.4,4.3,3.0,28.6,2.9,6.9,3.0,20.6,415.8,79.9,6.47,0.22,0.88,0.05,0.27,2.18,0.27,0.28,7.35,0.0,1.24,207.95,28.8,0.1,1.9,29.4,0.17,149.4,207.9,9.6,1.2,72.6
494,494,parippu vadai,240,12.8,2.5,4.7,3.0,28.0,3.0,6.7,3.1,21.2,436.4,80.3,7.28,0.17,1.03,0.05,0.23,2.15,0.28,0.3,9.67,0.0,1.45,176.75,33.6,0.12,2.2,40.5,0.22,157.8,176.8,10.3,1.13,73.4
495,495,manioc chips,277,10.4,2.3,3.6,1.9,30.3,4.2,14.9,3.7,38.3,480.9,77.5,8.43,0.18,1.05,0.05,0.51,3.23,0.58,0.41,8.47,0.0,1.1,244.8,54.7,0.11,2.24,40.5,0.27,182.1,244.8,17.0,1.58,95.2
496,496,cassava curry,313,13.0,4.2,4.0,2.5,31.7,5.1,16.0,7.3,29.1,596.3,74.1,12.23,0.19,1.42,0.05,0.52,4.45,0.6,0.48,15.74,0.0,1.46,241.2,57.0,0.19,3.66,57.0,0.38,209.0,241.2,15.0,1.75,121.7
497,497,devilled mushrooms,287,9.3,2.6,4.0,2.1,32.4,3.8,16.5,6.1,42.4,463.5,77.3,12.07,0.19,1.44,0.05,0.48,4.09,0.57,0.58,14.73,0.0,1.11,280.56,60.8,0.18,3.66,61.8,0.34,212.2,280.6,20.1,2.05,120.3
498,498,seeni sambol bun,104,5.0,0.8,1.9,1.5,13.2,4.0,2.9,4.0,4.9,622.9,91.9,10.24,0.14,1.25,0.05,0.17,1.72,0.25,0.15,24.42,0.0,0.9,208.06,28.6,0.16,2.24,38.4,0.29,92.8,208.1,5.9,0.92,86.9
499,499,fish bun,266,10.2,2.5,3.5,2.1,32.6,3.8,23.0,4.0,80.2,432.9,74.8,9.24,0.2,1.2,1.81,0.74,5.38,0.81,0.68,11.73,2.33,0.9,277.12,60.4,0.11,2.66,51.6,0.26,273.1,277.1,24.1,2.27,116.9
500,500,vegetable bun,262,10.4,2.6,3.9,2.1,32.2,3.8,17.4,5.7,40.3,454.6,77.0,10.9,0.22,1.46,0.05,0.47,4.21,0.64,0.47,28.49,0.0,1.3,285.08,61.5,0.15,3.06,66.9,0.25,226.3,285.1,18.1,1.71,129.3
501,501,watalappam,243,6.2,1.6,1.9,1.6,39.9,2.1,7.6,3.1,9.3,307.0,84.5,7.32,0.25,1.22,0.05,0.26,2.73,0.3,0.33,8.33,0.0,0.77,181.61,30.9,0.13,2.28,41.4,0.17,156.7,181.6,9.1,1.29,74.6
502,502,kokis,264,10.2,2.4,3.6,1.9,31.6,3.8,16.3,3.8,40.5,446.4,77.6,8.21,0.18,1.21,0.05,0.45,3.67,0.48,0.51,10.13,0.0,1.01,230.05,57.1,0.13,2.27,45.4,0.27,208.3,230.0,16.9,1.87,97.8
503,503,kavum,264,10.5,2.6,3.7,2.1,33.9,4.3,16.1,4.2,37.6,467.5,77.4,7.45,0.24,1.22,0.05,0.45,4.46,0.5,0.5,9.0,0.0,0.97,267.72,49.3,0.17,2.45,57.3,0.24,196.0,267.7,17.7,1.67,101.0
504,504,athirasa,299,10.6,2.6,3.3,1.9,31.5,3.8,15.8,4.2,42.7,438.5,76.3,8.99,0.21,1.35,0.05,0.46,3.49,0.54,0.55,11.45,0.0,1.05,185.45,56.3,0.12,2.72,39.8,0.28,184.0,185.4,19.9,1.77,97.5
505,505,aluwa,272,9.4,2.5,3.6,2.1,31.5,4.0,17.0,4.2,41.3,450.0,77.6,9.23,0.23,0.94,0.05,0.55,4.22,0.64,0.59,11.8,0.0,1.2,229.2,47.3,0.14,3.09,43.2,0.25,214.6,229.2,20.3,1.95,104.5
506,506,pani pol,270,9.9,2.6,3.7,2.0,33.7,4.2,15.3,4.1,39.0,420.3,78.0,8.0,0.23,1.34,0.05,0.4,4.07,0.55,0.51,10.63,0.0,1.17,249.5,49.6,0.15,2.54,56.1,0.22,186.0,249.5,14.8,1.92,99.5
507,507,pani pol roti,235,5.6,1.5,1.9,1.6,36.3,2.0,7.8,2.9,10.7,307.5,85.1,7.29,0.19,0.96,0.05,0.32,2.72,0.36,0.29,6.84,0.0,0.69,194.08,41.8,0.1,2.04,33.1,0.19,136.2,194.1,9.2,1.28,73.2
508,508,curd and treacle,291,9.7,2.5,3.6,1.9,32.2,3.7,15.2,4.2,37.4,439.3,77.4,7.46,0.22,1.24,0.05,0.48,3.79,0.61,0.5,12.36,0.0,1.08,239.76,111.2,0.17,2.53,52.8,0.25,198.2,239.8,15.7,1.74,100.0
509,509,wood apple drink,282,9.9,2.6,3.7,2.1,31.7,3.9,15.3,4.2,39.4,443.1,77.5,8.06,0.22,1.21,0.05,0.4,3.88,0.5,0.52,13.9,0.0,0.91,264.18,60.1,0.14,2.69,46.1,0.21,198.7,264.2,17.3,1.89,104.2
510,510,faluda sri lankan,266,10.5,2.4,3.5,2.0,33.1,4.2,16.1,4.1,37.2,459.0,77.4,9.63,0.23,1.07,0.05,0.51,4.34,0.58,0.56,12.43,0.0,1.08,196.68,48.6,0.14,2.27,51.7,0.21,221.0,196.7,19.6,2.02,98.7
511,511,ginger beer sri lankan,271,9.6,2.5,3.5,2.0,30.4,4.2,16.2,3.8,38.6,478.5,77.8,9.12,0.22,1.26,0.05,0.53,4.31,0.51,0.57,10.65,0.0,1.25,244.48,44.2,0.13,2.36,50.6,0.27,178.1,244.5,19.6,2.08,100.3
512,512,milk tea sri lankan,267,10.6,2.5,3.7,1.9,34.0,3.8,16.4,3.9,40.6,461.7,77.1,7.27,0.24,1.31,1.58,0.43,4.21,0.54,0.44,11.38,2.17,1.34,198.66,136.0,0.11,2.44,47.5,0.25,219.3,198.7,15.9,1.92,96.6
513,513,pol sambol rice,104,5.1,0.8,1.8,1.6,12.3,4.0,3.0,3.7,5.0,617.2,91.7,8.64,0.12,0.9,0.05,0.17,1.41,0.21,0.17,19.77,0.0,0.75,220.18,21.9,0.15,2.1,41.7,0.26,107.4,220.2,7.5,0.84,81.8
514,514,jackfruit rice,386,12.6,2.8,4.8,2.4,55.6,3.1,14.3,2.8,58.5,645.4,72.6,5.55,0.29,1.01,0.05,0.45,4.05,0.45,0.47,8.13,0.0,1.03,228.07,41.4,0.12,2.0,34.6,0.23,192.4,228.1,15.4,1.53,86.4
515,515,yellow rice sri lankan,370,11.7,3.1,4.7,2.5,49.7,2.9,14.5,3.0,57.3,615.6,73.6,6.94,0.26,0.9,0.05,0.44,3.44,0.49,0.5,9.33,0.0,1.22,176.94,50.8,0.15,2.41,38.6,0.22,197.1,176.9,14.2,1.95,86.4
516,516,fried rice sri lankan,465,18.1,4.7,4.5,2.4,50.3,3.1,14.7,2.8,57.3,608.9,65.9,6.04,0.29,0.91,0.05,0.51,3.25,0.58,0.52,9.51,0.0,1.78,204.49,41.0,0.1,2.05,33.2,0.17,212.9,204.5,14.7,1.52,86.8
517,517,nasi goreng sri lankan,379,12.6,3.0,4.4,2.5,56.7,3.0,14.0,3.1,58.8,595.9,72.9,7.2,0.32,1.03,0.05,0.49,3.67,0.45,0.38,8.33,0.0,1.26,177.87,41.6,0.12,2.06,49.6,0.21,206.5,177.9,16.5,1.84,84.6
518,518,string hopper biryani,403,11.5,2.8,4.3,2.4,55.5,2.8,13.6,2.8,54.1,577.3,73.1,5.69,0.28,0.93,0.05,0.38,3.68,0.49,0.38,6.85,0.0,1.18,217.72,39.4,0.12,2.31,46.4,0.2,174.7,217.7,15.0,1.72,84.3
519,519,kacchi biryani,389,11.8,3.2,4.8,2.4,53.9,3.0,14.5,3.1,54.6,654.7,73.0,7.38,0.32,1.0,0.05,0.45,3.27,0.5,0.41,8.62,0.0,1.0,241.7,43.2,0.14,2.39,49.1,0.22,217.5,241.7,19.5,1.63,91.6
520,520,tehari bangladeshi,267,10.1,2.5,3.6,2.1,33.7,4.3,16.5,4.2,40.9,455.4,77.4,9.6,0.2,1.16,0.05,0.45,3.58,0.59,0.54,9.74,0.0,1.14,249.69,46.7,0.15,2.52,47.4,0.24,208.0,249.7,21.0,1.7,102.4
521,521,morog polao,292,9.7,2.7,3.5,1.9,30.9,4.2,16.6,4.1,41.3,429.9,76.8,8.72,0.22,1.29,0.05,0.49,3.62,0.51,0.45,8.51,0.0,0.97,210.68,52.6,0.14,2.64,41.1,0.24,222.7,210.7,18.9,1.9,97.7
522,522,bhuna khichuri,296,9.6,2.4,3.7,2.1,30.2,4.2,15.8,4.2,42.0,453.0,77.1,7.89,0.22,1.03,0.05,0.48,3.96,0.62,0.55,11.26,0.0,1.08,197.9,48.4,0.13,2.84,52.4,0.23,194.7,197.9,18.6,1.75,97.6
523,523,khichuri bangladeshi,263,10.5,2.6,3.7,2.1,30.7,3.9,15.6,4.2,40.8,469.8,77.7,10.51,0.21,0.96,0.05,0.41,4.18,0.48,0.45,12.61,0.0,1.31,213.57,41.4,0.12,2.73,54.1,0.27,199.4,213.6,14.1,1.68,101.7
524,524,ilish bhapa,279,10.2,2.6,3.3,2.0,30.6,3.7,15.8,4.0,38.4,455.9,77.2,7.34,0.23,0.96,0.05,0.41,3.44,0.49,0.45,8.71,0.0,1.2,186.63,50.8,0.14,2.71,39.1,0.25,209.7,186.6,14.9,1.75,93.4
525,525,ilish curry,294,12.4,3.8,4.1,2.5,30.9,5.1,15.9,7.3,31.8,536.3,75.2,15.04,0.22,1.12,0.05,0.49,3.78,0.52,0.5,19.4,0.0,1.22,258.03,58.2,0.21,3.29,70.8,0.32,176.2,258.0,19.8,1.91,126.8
526,526,ilish paturi,285,9.5,2.4,3.3,2.0,34.2,3.8,15.5,3.8,41.9,455.8,77.6,9.12,0.21,1.31,0.05,0.5,4.18,0.47,0.52,11.15,0.0,1.2,183.97,54.5,0.14,2.23,50.0,0.23,164.3,184.0,20.7,1.58,94.2
527,527,shorshe ilish,271,9.9,2.5,3.4,2.0,31.1,4.2,15.4,3.7,42.5,474.5,77.9,9.28,0.18,1.31,0.05,0.52,3.68,0.51,0.43,8.84,0.0,1.09,176.3,52.7,0.11,2.65,54.5,0.22,212.8,176.3,15.4,1.58,92.4
528,528,rui mach curry,301,13.3,4.2,3.9,2.4,31.5,5.2,15.4,7.1,28.8,576.5,74.5,12.92,0.19,1.17,0.05,0.48,4.23,0.52,0.48,21.37,0.0,1.37,264.98,58.8,0.17,3.2,61.6,0.37,228.6,265.0,16.8,1.6,125.8
529,529,macher jhol bangladeshi,270,10.0,2.4,3.7,1.9,31.7,3.8,16.1,4.2,41.7,450.9,77.6,7.39,0.18,1.32,0.05,0.53,3.97,0.49,0.49,12.6,0.0,0.92,195.02,52.6,0.14,2.67,54.7,0.26,193.6,195.0,14.5,1.95,98.2
530,530,chitol muitha,299,10.3,2.5,3.4,1.9,31.8,3.9,15.9,3.8,37.6,421.5,76.5,9.81,0.2,1.12,0.05,0.45,3.63,0.6,0.45,11.53,0.0,0.9,199.32,45.2,0.14,2.57,44.3,0.23,191.9,199.3,14.4,1.61,98.0
531,531,prawn malai curry,289,17.2,6.1,4.2,2.4,29.6,5.2,24.4,6.9,82.1,555.1,68.6,13.21,0.22,1.13,1.85,0.71,5.42,0.83,0.75,17.05,0.0,1.25,328.29,66.0,0.18,3.62,64.5,0.36,280.5,328.3,20.1,2.47,143.2
532,532,chingri bhorta,287,9.5,2.4,3.3,2.0,32.4,4.0,17.0,3.8,41.2,466.2,77.0,9.59,0.22,1.0,0.05,0.43,3.75,0.66,0.46,11.73,0.0,0.87,212.31,54.0,0.15,2.39,53.6,0.26,226.8,212.3,19.4,2.17,100.0
533,533,shutki bhorta,285,10.2,2.4,3.5,2.1,33.4,3.9,16.1,3.9,39.5,442.6,76.9,7.22,0.2,1.02,0.05,0.42,3.88,0.51,0.46,8.83,0.0,1.03,266.21,57.2,0.16,2.69,49.1,0.24,221.5,266.2,17.5,1.56,99.9
534,534,aloo bhorta,288,10.6,2.4,3.5,2.1,32.7,3.7,15.9,4.0,41.8,452.6,76.6,7.66,0.18,0.92,0.05,0.43,4.06,0.47,0.54,11.51,0.0,0.95,230.42,60.9,0.17,2.83,42.7,0.26,211.5,230.4,18.4,2.02,100.0
535,535,begun bhorta,291,9.9,2.4,3.3,2.1,34.1,4.1,16.1,4.1,42.6,477.0,76.9,8.95,0.24,1.28,0.05,0.55,4.4,0.62,0.47,8.97,0.0,1.21,226.06,60.1,0.13,2.64,56.5,0.25,192.8,226.1,17.4,1.56,98.6
536,536,dal bhorta,296,13.6,3.9,3.7,2.5,29.9,4.7,15.7,7.3,29.5,527.5,74.4,15.02,0.18,1.47,0.05,0.41,3.44,0.61,0.52,18.96,0.0,1.47,302.78,49.9,0.22,3.37,70.1,0.34,228.2,302.8,20.0,1.89,130.2
537,537,tomato bhorta,262,9.4,2.4,3.6,1.9,33.3,4.2,15.8,3.9,37.4,475.2,78.4,9.15,0.19,1.02,0.05,0.53,4.07,0.56,0.47,19.36,0.0,0.89,256.39,53.3,0.16,2.69,49.9,0.21,201.8,256.4,20.7,1.92,108.7
538,538,mixed bhorta,271,10.2,2.5,3.4,1.9,32.5,3.7,15.9,3.9,37.6,419.2,77.5,8.83,0.18,0.95,0.05,0.55,3.69,0.59,0.55,10.08,0.0,1.13,222.06,51.8,0.14,2.78,41.9,0.24,197.6,222.1,18.5,2.02,98.5
539,539,beef bhuna,266,9.7,2.5,3.7,2.1,31.8,4.0,23.7,4.1,70.4,437.4,74.9,7.9,0.23,1.16,1.83,0.73,5.63,0.71,0.75,11.5,0.0,1.22,225.5,77.6,0.15,2.49,48.1,0.26,270.4,225.5,28.6,2.04,112.4
540,540,kala bhuna,270,10.1,2.4,3.4,2.1,29.9,3.8,16.9,3.9,38.9,427.6,77.2,7.3,0.18,1.03,0.05,0.43,3.67,0.54,0.45,10.88,0.0,1.06,202.01,59.3,0.14,2.9,52.7,0.26,179.0,202.0,18.8,2.03,98.3
541,541,mezbani beef,285,10.1,2.7,3.6,2.1,31.8,4.0,22.6,3.8,72.6,451.1,74.4,10.06,0.23,1.25,1.79,0.67,5.71,0.74,0.76,10.52,0.0,1.16,273.17,73.3,0.12,3.07,49.8,0.24,231.8,273.2,22.0,2.16,115.7
542,542,rezala bangladeshi,295,9.4,2.4,3.4,1.9,32.7,3.8,16.3,4.1,41.0,422.2,77.1,9.69,0.21,1.07,0.05,0.52,3.79,0.59,0.48,8.7,0.0,0.89,209.92,43.3,0.16,2.68,53.9,0.27,179.1,209.9,17.4,1.95,98.3
543,543,chicken roast bangladeshi,265,10.0,2.4,3.4,1.9,31.9,3.7,24.3,4.1,72.9,427.1,74.4,9.05,0.21,0.98,1.85,0.65,5.18,0.73,0.79,12.55,0.0,1.21,270.3,66.8,0.14,2.45,61.2,0.22,210.1,270.3,22.6,2.35,118.7
544,544,korma bangladeshi,304,13.5,3.9,4.2,2.5,31.2,4.9,14.6,6.7,31.2,583.9,74.6,10.9,0.18,1.53,0.05,0.43,3.96,0.57,0.51,19.77,0.0,1.14,222.06,53.2,0.15,3.41,56.3,0.35,178.8,222.1,18.0,1.81,117.2
545,545,murg musallam,267,9.6,2.4,3.4,2.1,33.3,4.0,16.9,4.1,39.9,443.8,77.7,9.93,0.22,1.08,0.05,0.44,3.64,0.61,0.46,10.34,0.0,1.28,271.32,63.5,0.14,2.67,46.8,0.2,215.9,271.3,14.9,1.87,105.6
546,546,duck curry bangladeshi,311,12.8,4.1,4.3,2.4,31.6,4.8,23.3,7.4,64.5,582.4,71.4,11.79,0.22,1.36,0.05,0.76,5.05,0.68,0.61,21.22,0.0,1.05,267.72,77.8,0.16,4.02,63.1,0.4,243.9,267.7,22.2,2.39,141.5
547,547,vegetable bhaji,276,10.4,2.3,4.0,2.1,32.6,3.9,16.4,6.0,38.9,426.3,77.0,12.5,0.23,1.28,0.05,0.55,3.8,0.6,0.58,19.51,0.0,1.2,300.78,48.8,0.16,3.47,54.5,0.27,181.2,300.8,15.3,2.1,125.3
548,548,lau ghonto,266,10.3,2.5,3.6,2.0,33.1,4.3,16.4,4.1,41.8,423.8,77.3,8.7,0.23,1.24,0.05,0.45,3.71,0.58,0.55,10.89,0.0,0.91,240.05,54.0,0.13,2.37,40.2,0.24,211.8,240.1,14.9,2.04,100.9
549,549,shukto,284,9.8,2.4,3.3,2.0,32.6,3.7,16.2,4.2,38.5,463.8,77.1,9.09,0.19,1.19,0.05,0.45,4.33,0.62,0.43,13.16,0.0,1.25,264.28,57.5,0.14,2.84,46.8,0.24,184.5,264.3,20.5,1.75,106.2
550,550,dal puri bangladeshi,296,12.6,4.2,4.3,2.4,29.7,5.2,14.4,7.0,29.4,526.0,75.6,14.53,0.18,1.47,0.05,0.45,3.07,0.54,0.5,20.1,0.0,1.34,301.33,50.7,0.16,3.57,61.7,0.37,212.9,301.3,18.5,1.74,127.8
551,551,singara bangladeshi,277,10.1,2.5,3.3,2.1,32.9,3.8,17.1,3.9,40.4,426.9,76.8,8.55,0.2,1.09,0.05,0.45,3.93,0.5,0.46,11.78,0.0,1.15,232.63,51.6,0.12,2.41,56.0,0.27,211.9,232.6,16.2,1.75,101.6
552,552,samosa bangladeshi,303,17.0,4.3,4.8,3.1,27.0,3.0,7.3,3.2,20.2,459.1,75.1,7.47,0.19,0.86,0.05,0.27,2.61,0.3,0.25,10.43,0.0,1.23,223.46,40.0,0.1,2.22,35.1,0.21,139.6,223.5,10.9,1.26,79.3
553,553,beguni,287,10.1,2.6,3.5,2.0,29.8,3.8,15.5,3.9,41.7,436.7,77.2,10.13,0.18,1.14,0.05,0.53,3.97,0.56,0.43,10.7,0.0,0.9,254.3,49.5,0.15,2.84,49.7,0.21,182.4,254.3,18.1,1.97,102.3
554,554,peyaju,291,9.3,2.4,3.6,1.9,33.5,3.9,15.3,3.9,41.8,477.9,77.6,10.25,0.22,1.09,0.05,0.4,3.21,0.56,0.47,13.15,0.0,1.13,185.01,42.3,0.11,2.67,54.7,0.22,166.8,185.0,19.6,2.03,97.9
555,555,aloo chop bangladeshi,269,9.7,2.6,3.5,1.9,32.5,4.2,16.2,4.2,39.8,451.4,77.8,7.3,0.23,1.25,0.05,0.47,3.97,0.52,0.45,11.33,0.0,1.11,228.98,45.3,0.15,2.89,49.3,0.25,200.0,229.0,18.9,1.62,100.5
556,556,fuchka,281,10.3,2.5,3.6,1.9,29.9,4.2,15.8,3.9,41.9,454.4,77.1,10.05,0.17,1.16,0.05,0.42,4.36,0.49,0.55,12.03,0.0,1.05,227.04,54.4,0.14,2.82,41.4,0.19,223.6,227.0,14.2,2.05,101.5
557,557,chotpoti,296,9.8,2.4,3.3,2.0,31.3,3.9,17.0,4.0,39.8,463.0,76.5,9.36,0.18,1.03,0.05,0.52,4.41,0.51,0.55,12.55,0.0,1.11,265.64,56.4,0.14,2.96,47.3,0.21,180.0,265.6,17.4,1.94,107.1
558,558,jhalmuri,278,10.4,2.6,3.7,1.9,33.0,3.9,15.2,4.2,39.1,437.0,77.4,9.06,0.23,1.05,0.05,0.5,3.31,0.58,0.43,13.13,0.0,1.07,261.57,54.6,0.12,2.83,39.7,0.24,216.4,261.6,16.5,2.0,104.2
559,559,doi fuchka,278,9.6,2.4,3.7,2.0,30.6,3.8,16.1,3.9,41.2,468.1,77.5,6.93,0.18,1.12,0.05,0.55,4.28,0.5,0.53,11.74,0.0,0.96,220.89,50.6,0.13,2.9,55.5,0.26,188.5,220.9,14.7,1.75,99.0
560,560,haleem bangladeshi,282,10.3,2.7,3.3,2.0,34.1,4.1,16.8,4.2,37.8,469.9,76.7,7.65,0.2,0.95,0.05,0.56,4.31,0.52,0.57,12.93,0.0,0.92,271.37,47.1,0.12,2.35,48.1,0.23,171.9,271.4,16.6,1.99,105.3
561,561,panta bhat,299,9.4,2.5,3.6,2.0,31.2,3.9,16.7,3.8,40.4,448.0,76.8,8.77,0.21,1.27,0.05,0.48,3.56,0.53,0.59,11.74,0.0,1.03,249.35,63.2,0.15,2.56,40.6,0.23,217.2,249.4,15.3,2.09,102.4
562,562,panta ilish,289,9.4,2.4,3.3,2.0,32.3,4.1,15.4,3.8,39.8,437.2,77.6,10.1,0.23,1.21,0.05,0.46,3.79,0.6,0.45,12.34,0.0,0.92,223.77,48.8,0.12,2.56,37.9,0.23,173.5,223.8,20.7,2.04,99.8
563,563,bhapa pitha,264,9.5,5.0,2.5,0.9,37.0,24.0,5.3,1.0,20.4,125.9,82.4,3.63,0.2,0.72,0.05,0.2,1.92,0.28,0.22,3.33,0.0,1.01,154.96,28.8,0.09,1.26,21.6,0.12,143.6,155.0,9.4,1.02,51.8
564,564,chitai pitha,259,8.5,5.0,2.6,0.8,38.9,25.4,5.3,0.9,18.8,113.3,83.3,4.01,0.27,0.73,0.05,0.24,1.67,0.27,0.22,4.98,0.0,1.08,166.28,33.0,0.08,1.08,26.0,0.13,118.4,166.3,10.8,1.13,53.5
